FID,the_geom,SRC,STATUS,SYS_ID,YZ_LABEL,YZNM_PY,YZNM_CH,YZNM_FT,AT_TWN_PY,GB10_CNTY,10CNTY_CH,10CNTY_EN,10DIST_CH,10DIST_EN,10PROV_CH,10PROV_EN,CHGIS_ID,long,lat
ming_courier_stations_2014_p8k.603,POINT (112.94273399999997 39.44043700000003),MDYZK,Y,621,SHANGYINYI Shanxi (???),SHANGYINYI,???,???,,140621,???,Shanyin,???,Shuozhou,???,Shanxi,1087,112.94273,39.44044
ming_courier_stations_2014_p8k.604,POINT (112.50805664062499 37.59361267089842),MDYZK,Y,623,TONGGEYI Shanxi (???),TONGGEYI,???,???,,140121,???,Qingxu,???,Taiyuan,???,Shanxi,,112.50806,37.59361
ming_courier_stations_2014_p8k.605,POINT (112.3569490000001 37.41525300000007),MDYZK,Y,624,JIALINGYI Shanxi (???),JIALINGYI,???,???,,140727,??,Qixian,???,Jinzhong,???,Shanxi,144963,112.35695,37.41525
ming_courier_stations_2014_p8k.606,POINT (111.76685300000007 36.74573500000003),MDYZK,Y,625,RENYI Shanxi (???),RENYI,???,???,,140729,???,Lingshi,???,Jinzhong,???,Shanxi,147932,111.76685,36.74574
ming_courier_stations_2014_p8k.607,POINT (111.33807400000005 35.60886400000005),MDYZK,N,626,HOUSHANYI Shanxi (???),HOUSHANYI,???,???,,141081,???,Houma,???,Linfen,???,Shanxi,145239,111.33807,35.60886
ming_courier_stations_2014_p8k.608,POINT (112.482773 37.23568700000001),MDYZK,Y,627,PANTUOYI Shanxi (???),PANTUOYI,???,???,,140727,??,Qixian,???,Jinzhong,???,Shanxi,20768,112.48277,37.23569
ming_courier_stations_2014_p8k.609,POINT (112.50965899999998 37.09589800000002),MDYZK,Y,628,NANGUANYI Shanxi (???),NANGUANYI,???,???,,140429,???,Wuxiang,???,Changzhi,???,Shanxi,20745,112.50966,37.0959
ming_courier_stations_2014_p8k.610,POINT (112.58008000000001 36.95311800000002),MDYZK,Y,629,QUANDIANYI Shanxi (???),QUANDIANYI,???,???,,140430,??,Qinxian,???,Changzhi,???,Shanxi,20850,112.58008,36.95312
ming_courier_stations_2014_p8k.611,POINT (112.69898199999999 36.75743100000002),MDYZK,Y,630,QINYANGYI Shanxi (???),QINYANGYI,???,???,QINZHOU,140430,??,Qinxian,???,Changzhi,???,Shanxi,9692,112.69898,36.75743
ming_courier_stations_2014_p8k.612,POINT (112.80595399999999 36.569282000000015),MDYZK,N,631,YUTINGYI Shanxi (???),YUTINGYI,???,???,,140423,???,Xiangyuan,???,Changzhi,???,Shanxi,20834,112.80595,36.56928
ming_courier_stations_2014_p8k.613,POINT (113.10348499999999 36.18353700000002),MDYZK,N,632,ZHANGZEYI Shanxi (???),ZHANGZEYI,???,???,LU'ANFU,140402,??,Chengqu,???,Changzhi,???,Shanxi,9693,113.10348,36.18354
ming_courier_stations_2014_p8k.614,POINT (112.83333587646483 36.383335113525405),MDYZK,Y,633,YUWUYI Shanxi (???),YUWUYI,???,???,,140424,???,Tunliu,???,Changzhi,???,Shanxi,,112.83334,36.38334
ming_courier_stations_2014_p8k.615,POINT (112.91666412353516 35.90000152587892),MDYZK,Y,634,CHANGPINGYI Shanxi (???),CHANGPINGYI,???,???,,140581,???,Gaoping,???,Jincheng,???,Shanxi,,112.91666,35.9
ming_courier_stations_2014_p8k.616,POINT (112.919586 35.79205700000002),MDYZK,Y,635,GAOPING Shanxi (??),GAOPING,??,??,,140581,???,Gaoping,???,Jincheng,???,Shanxi,1157,112.91959,35.79206
ming_courier_stations_2014_p8k.617,POINT (112.88500199999999 35.69800200000002),MDYZK,Y,636,QIAOCUNYI Shanxi (???),QIAOCUNYI,???,???,,140581,???,Gaoping,???,Jincheng,???,Shanxi,20927,112.885,35.698
ming_courier_stations_2014_p8k.618,POINT (112.83915699999999 35.50431800000001),MDYZK,Y,637,TAIHANGYI Shanxi (???),TAIHANGYI,???,???,ZEZHOU,140502,??,Chengqu,???,Jincheng,???,Shanxi,9695,112.83916,35.50432
ming_courier_stations_2014_p8k.619,POINT (117.34888500000002 36.73124300000002),MDYZK,Y,638,LONGSHANZHENYI Shandong (????),LONGSHANZHENYI,????,????,ZHANGQIU,370181,???,Zhangqiu,???,Jinan,???,Shandong,20309,117.34889,36.73124
ming_courier_stations_2014_p8k.620,POINT (118.19503800000003 36.799858000000015),MDYZK,Y,639,JINGLINGZHENYI Shandong (????),JINGLINGZHENYI,????,????,,370305,???,Linzi,???,Zibo,???,Shandong,20336,118.19504,36.79986
ming_courier_stations_2014_p8k.621,POINT (118.47827200000002 36.687916000000016),MDYZK,Y,640,QINGSHEYI Shandong (???),QINGSHEYI,???,???,QINGZHOUFU,370781,???,Qingzhou,???,Weifang,???,Shandong,9790,118.47827,36.68792
ming_courier_stations_2014_p8k.622,POINT (119.10649899999999 36.70270500000002),MDYZK,Y,641,WEIXIAN Shandong (??),WEIXIAN,??,??,,370702,???,Weicheng,???,Weifang,???,Shandong,1040,119.1065,36.70271
ming_courier_stations_2014_p8k.623,POINT (119.39997899999997 36.85566700000002),MDYZK,Y,642,CHANGYI Shandong (??),CHANGYI,??,??,,370786,???,Changyi,???,Weifang,???,Shandong,1041,119.39998,36.85567
ming_courier_stations_2014_p8k.624,POINT (119.70796999999997 36.989552000000025),MDYZK,Y,643,HUIBUYI Shandong (???),HUIBUYI,???,???,,370283,???,Pingdu,???,Qingdao,???,Shandong,20345,119.70797,36.98955
ming_courier_stations_2014_p8k.625,POINT (119.93800400000003 37.17543000000002),MDYZK,Y,644,LAIZHOUFU Shandong (???),LAIZHOUFU,???,???,,370683,???,Laizhou,???,Yantai,???,Shandong,9672,119.938,37.17543
ming_courier_stations_2014_p8k.626,POINT (120.27514599999999 37.54087800000001),MDYZK,Y,645,HUANGSHANGUANYI Shandong (????),HUANGSHANGUANYI,????,????,,370681,???,Longkou,???,Yantai,???,Shandong,20252,120.27515,37.54088
ming_courier_stations_2014_p8k.627,POINT (120.52073861903828 37.6466739914786),MDYZK,Y,646,HUANGXIAN Shandong (??),HUANGXIAN,??,??,,370681,???,Longkou,???,Yantai,???,Shandong,1016,120.52074,37.64667
ming_courier_stations_2014_p8k.628,POINT (120.74050199999999 37.804516000000014),MDYZK,Y,647,DENGZHOUFU Shandong (???),DENGZHOUFU,???,???,,370684,???,Penglai,???,Yantai,???,Shandong,9668,120.7405,37.80452
ming_courier_stations_2014_p8k.629,POINT (116.76808200000004 36.25094600000002),MDYZK,Y,649,WUNINGYI Shandong (???),WUNINGYI,???,???,FEICHENG,370983,???,Feicheng,???,Taian,???,Shandong,1029,116.76808,36.25095
ming_courier_stations_2014_p8k.630,POINT (116.790016 35.76439700000002),MDYZK,Y,650,QINGCHUANCUNYI Shandong (????),QINGCHUANCUNYI,????,????,NINGYANG,370921,???,Ningyang,???,Taian,???,Shandong,1058,116.79002,35.7644
ming_courier_stations_2014_p8k.631,POINT (116.669609 35.650402000000014),MDYZK,Y,651,XINJIAYI Shandong (???),XINJIAYI,???,???,,370882,???,Yanzhou,???,Jining,???,Shandong,20425,116.66961,35.6504
ming_courier_stations_2014_p8k.632,POINT (116.23942499999998 36.32958600000002),MDYZK,Y,652,TONGCHENGYI Shandong (???),TONGCHENGYI,???,???,,371524,???,Donga,???,Liaocheng,???,Shandong,20293,116.23942,36.32959
ming_courier_stations_2014_p8k.633,POINT (116.236664 36.12102100000005),MDYZK,Y,653,JIUXIANYI Shandong (???),JIUXIANYI,???,???,,370923,???,Dongping,???,Taian,???,Shandong,142748,116.23666,36.12102
ming_courier_stations_2014_p8k.634,POINT (116.65777587890598 33.78166580200202),MDYZK,Y,654,BAISHANDAOYI Anhui (????),BAISHANDAOYI,????,????,,340621,???,Suixi,???,Huaibei,???,Anhui,,116.65778,33.78167
ming_courier_stations_2014_p8k.635,POINT (117.53774600000001 32.86534800000002),MDYZK,N,655,HAOLIANGYI Anhui (???),HAOLIANGYI,???,???,,341126,???,Fengyang,???,Chuzhou,???,Anhui,9785,117.53775,32.86535
ming_courier_stations_2014_p8k.636,POINT (117.5999984741211 32.04999923706056),MDYZK,Y,656,HUCHENGYI Anhui (???),HUCHENGYI,???,???,,340122,???,Feidong,???,Hefei,???,Anhui,,117.6,32.05
ming_courier_stations_2014_p8k.637,POINT (117.6190570000001 32.32915500000008),MDYZK,Y,657,ZHANGQIAOYI Anhui (???),ZHANGQIAOYI,???,???,,341125,???,Dingyuan,???,Chuzhou,???,Anhui,130411,117.61906,32.32916
ming_courier_stations_2014_p8k.638,POINT (116.97504500000005 31.502898000000076),MDYZK,Y,658,SANGOUYI Anhui (???),SANGOUYI,???,???,,341523,???,Shucheng,???,Liuan,???,Anhui,130312,116.97505,31.5029
ming_courier_stations_2014_p8k.639,POINT (117.15776100000004 31.716938000000034),MDYZK,Y,659,PAIHEYI Anhui (???),PAIHEYI,???,???,,340123,???,Feixi,???,Hefei,???,Anhui,130980,117.15776,31.71694
ming_courier_stations_2014_p8k.640,POINT (118.837898 32.34841900000002),MDYZK,Y,660,YEYIYI Jiangsu (???),YEYIYI,???,???,LIUHE,320116,???,Liuhe,???,Nanjing,???,Jiangsu,40560,118.8379,32.34842
ming_courier_stations_2014_p8k.641,POINT (117.02015000000009 31.340373000000067),MDYZK,Y,661,MEIXINYI Anhui (???),MEIXINYI,???,???,,341523,???,Shucheng,???,Liuan,???,Anhui,130301,117.02015,31.34037
ming_courier_stations_2014_p8k.642,POINT (116.79015700000005 30.92253300000005),MDYZK,Y,662,TAOCHONGYI Anhui (???),TAOCHONGYI,???,???,,340881,???,Tongcheng,???,Anqing,???,Anhui,130215,116.79016,30.92253
ming_courier_stations_2014_p8k.643,POINT (116.38888549804685 30.525554656982436),MDYZK,Y,663,XIAOCHIYI Anhui (???),XIAOCHIYI,???,???,,340825,???,Taihu,???,Anqing,???,Anhui,,116.38889,30.52555
ming_courier_stations_2014_p8k.644,POINT (116.114197 30.151213000000013),MDYZK,Y,664,SUSONG Anhui (??),SUSONG,??,??,,340826,???,Susong,???,Anqing,???,Anhui,1721,116.1142,30.15121
ming_courier_stations_2014_p8k.645,POINT (115.03096800000003 31.180918000000016),PA_1903,B,667,MACHENG Hubei (??),MACHENG,??,??,LUOTIAN,421181,???,Macheng,???,Huanggang,???,Hubei,647,115.03097,31.18092
ming_courier_stations_2014_p8k.646,POINT (114.86824000000001 30.63177500000002),MDYZK,Y,668,LIPINGYI Hubei (???),LIPINGYI,???,???,,421121,???,Tuanfeng,???,Huanggang,???,Hubei,,114.86824,30.63178
ming_courier_stations_2014_p8k.647,POINT (112.228928 32.26555300000001),MDYZK,Y,669,LVYANYI Hubei (???),LVYANYI,???,???,,420607,???,Xiangfan,???,Xiangfan,???,Hubei,18306,112.22893,32.26555
ming_courier_stations_2014_p8k.648,POINT (112.227371 31.260685000000013),MDYZK,Y,670,SHIQIAOYI Hubei (???),SHIQIAOYI,???,???,,420802,???,Dongbao,???,Jingmen,???,Hubei,18373,112.22737,31.26069
ming_courier_stations_2014_p8k.649,POINT (112.31873299999998 31.433531000000016),MDYZK,Y,671,LIYANGYI Hubei (???),LIYANGYI,???,???,,420881,???,Zhongxiang,???,Jingmen,???,Hubei,18354,112.31873,31.43353
ming_courier_stations_2014_p8k.650,POINT (112.18094600000002 30.691746000000013),MDYZK,Y,672,JIANYANGYI Hubei (???),JIANYANGYI,???,???,,420822,???,Shayang,???,Jingmen,???,Hubei,18496,112.18095,30.69175
ming_courier_stations_2014_p8k.651,POINT (112.22416687011717 30.060556411743175),MDYZK,Y,673,GONG'ANYI Hubei (???),GONG'ANYI,???,???,,421022,???,Gongan,???,Jingzhou,???,Hubei,,112.22417,30.06056
ming_courier_stations_2014_p8k.652,POINT (112.3000030517578 30.200000762939464),MDYZK,Y,674,BAISHAYI Hubei (???),BAISHAYI,???,???,,421024,???,Jiangling,???,Jingzhou,???,Hubei,,112.3,30.2
ming_courier_stations_2014_p8k.653,POINT (111.60265181057379 29.206098201270045),MDYZK,Y,675,DALONGYI Hunan (???),DALONGYI,???,???,,430703,???,Dingcheng,???,Changde,???,Hunan,,111.60265,29.2061
ming_courier_stations_2014_p8k.654,POINT (111.65214459949506 29.447851439462404),MDYZK,Y,676,QINGHUAYI Hunan (???),QINGHUAYI,???,???,ANFU,430724,???,Linli,???,Changde,???,Hunan,750,111.65214,29.44785
ming_courier_stations_2014_p8k.655,POINT (112.75659899999998 32.13202300000001),MDYZK,Y,677,ZAOYANG Hubei (???),ZAOYANG,???,???,,420683,???,Zaoyang,???,Xiangfan,???,Hubei,632,112.7566,32.13202
ming_courier_stations_2014_p8k.656,POINT (113.36981999999999 31.71510500000002),MDYZK,Y,678,SUIZHOU Hubei (??),SUIZHOU,??,??,,421303,???,Cengdu,???,Suizhou,???,Hubei,643,113.36982,31.71511
ming_courier_stations_2014_p8k.657,POINT (112.58925599999999 31.169827000000023),MDYZK,Y,679,SHICHENGYI Hubei (???),SHICHENGYI,???,???,CHENGTIANFU,420881,???,Zhongxiang,???,Jingmen,???,Hubei,9606,112.58926,31.16983
ming_courier_stations_2014_p8k.658,POINT (112.48116300000004 31.464464000000085),MDYZK,Y,680,FENGLEHEYI Hubei (????),FENGLEHEYI,????,????,,420881,???,Zhongxiang,???,Jingmen,???,Hubei,128903,112.48116,31.46446
ming_courier_stations_2014_p8k.659,POINT (113.56967899999997 30.94600300000002),MDYZK,Y,681,CHENGBEIYI Hubei (???),CHENGBEIYI,???,???,YINGCHENG,420981,???,Yingcheng,???,Xiaogan,???,Hubei,661,113.56968,30.946
ming_courier_stations_2014_p8k.660,POINT (113.81085200000007 30.764212000000047),MDYZK,Y,682,LIUJIAYI Hubei (???),LIUJIAYI,???,???,,420984,???,Hanchuan,???,Xiaogan,???,Hubei,127690,113.81085,30.76421
ming_courier_stations_2014_p8k.661,POINT (112.877403 31.15460200000001),MDYZK,Y,683,YINGDONGYI Hubei (???),YINGDONGYI,???,???,,420821,???,Jingshan,???,Jingmen,???,Hubei,18358,112.8774,31.1546
ming_courier_stations_2014_p8k.662,POINT (114.025635 30.580984000000015),MDYZK,Y,684,CAIDIANYI Hubei (???),CAIDIANYI,???,???,,420114,???,Caidian,???,Wuhan,???,Hubei,18550,114.02563,30.58098
ming_courier_stations_2014_p8k.663,POINT (114.56285899999999 30.659941000000014),MDYZK,Y,685,YANGLUOYI Hubei (???),YANGLUOYI,???,???,,420117,???,Xinzhou,???,Wuhan,???,Hubei,18562,114.56286,30.65994
ming_courier_stations_2014_p8k.664,POINT (113.62487000000002 29.87923200000001),MDYZK,Y,686,SHITOUKOUYI Hubei (????),SHITOUKOUYI,????,????,,421281,???,Chibi,???,Xianning,???,Hubei,18618,113.62487,29.87923
ming_courier_stations_2014_p8k.665,POINT (114.13540700000009 30.342886000000085),MDYZK,Y,687,JINKOUYI Hubei (???),JINKOUYI,???,???,,420115,???,Jiangxia,???,Wuhan,???,Hubei,127572,114.13541,30.34289
ming_courier_stations_2014_p8k.666,POINT (113.9317020000001 30.21594800000003),MDYZK,Y,688,PAIZHOUYI Hubei (???),PAIZHOUYI,???,???,,421221,???,Jiayu,???,Xianning,???,Hubei,127576,113.9317,30.21595
ming_courier_stations_2014_p8k.667,POINT (113.9000015258789 29.983333587646506),MDYZK,N,689,YUSHANYI Hubei (???),YUSHANYI,???,???,,421221,???,Jiayu,???,Xianning,???,Hubei,,113.9,29.98333
ming_courier_stations_2014_p8k.668,POINT (113.46666717529297 29.4833335876465),MDYZK,Y,690,CHANG'ANYI Hunan (???),CHANG'ANYI,???,???,,430682,???,Linxiang,???,Yueyang,???,Hunan,,113.46667,29.48333
ming_courier_stations_2014_p8k.669,POINT (114.08427399999998 29.807217000000023),MDYZK,Y,691,GUANTANGYI Hubei (???),GUANTANGYI,???,???,,421281,???,Chibi,???,Xianning,???,Hubei,18624,114.08427,29.80722
ming_courier_stations_2014_p8k.670,POINT (114.40242799999999 30.353405000000016),MDYZK,Y,692,DONGHUYI Hubei (???),DONGHUYI,???,???,,420115,???,Jiangxia,???,Wuhan,???,Hubei,18473,114.40243,30.35341
ming_courier_stations_2014_p8k.671,POINT (114.34384900000002 30.09301800000001),MDYZK,Y,693,SHANPOYI Hubei (???),SHANPOYI,???,???,,420115,???,Jiangxia,???,Wuhan,???,Hubei,18553,114.34385,30.09302
ming_courier_stations_2014_p8k.672,POINT (113.0999984741211 27.600000381469748),MDYZK,Y,694,DUSHIYI Hunan (???),DUSHIYI,???,???,,430221,???,Zhuzhou,???,Zhuzhou,???,Hunan,,113.1,27.6
ming_courier_stations_2014_p8k.673,POINT (112.88561459881629 27.382511199716195),MDYZK,N,695,HUANGHUAYI Hunan (???),HUANGHUAYI,???,???,,430321,???,Xiangtan,???,Xiangtan,???,Hunan,,112.88561,27.38251
ming_courier_stations_2014_p8k.674,POINT (113.13333129882811 27.700000762939467),MDYZK,Y,696,LUKOUYI Hunan (???),LUKOUYI,???,???,,430221,???,Zhuzhou,???,Zhuzhou,???,Hunan,,113.13333,27.7
ming_courier_stations_2014_p8k.675,POINT (112.22751100000005 26.792783000000046),MDYZK,Y,697,PAISHANYI Hunan (???),PAISHANYI,???,???,,430426,???,Qidong,???,Hengyang,???,Hunan,131707,112.22751,26.79278
ming_courier_stations_2014_p8k.676,POINT (111.58422800000005 26.443543000000037),MDYZK,Y,698,SANWUYI Hunan (???),SANWUYI,???,???,,431103,????,Lengshuitan,???,Yongzhou,???,Hunan,,111.58423,26.44354
ming_courier_stations_2014_p8k.677,POINT (111.33948500000007 28.70628700000004),MDYZK,Y,699,ZHENGJIAYI Hunan (???),ZHENGJIAYI,???,???,,430725,???,Taoyuan,???,Changde,???,Hunan,131094,111.33949,28.70629
ming_courier_stations_2014_p8k.678,POINT (111.1179410000001 28.63705500000004),MDYZK,Y,700,XINDIANYI Hunan (???),XINDIANYI,???,???,,430725,???,Taoyuan,???,Changde,???,Hunan,131091,111.11794,28.63706
ming_courier_stations_2014_p8k.679,POINT (110.49301899999999 28.638508000000012),MDYZK,Y,701,BEIRONGYI Hunan (???),BEIRONGYI,???,???,,431222,???,Yuanling,???,Huaihua,???,Hunan,18723,110.49302,28.63851
ming_courier_stations_2014_p8k.680,POINT (111.64580499999998 32.26936000000001),MDYZK,Y,702,GUCHENG Hubei (??),GUCHENG,??,??,,420625,???,Gucheng,???,Xiangfan,???,Hubei,631,111.6458,32.26936
ming_courier_stations_2014_p8k.681,POINT (111.16556999999997 32.66815300000001),MDYZK,Y,703,JUNYANGYI Hubei (???),JUNYANGYI,???,???,JUNZHOU,420381,????,Danjiangkou,???,Shiyan,???,Hubei,629,111.16557,32.66815
ming_courier_stations_2014_p8k.682,POINT (110.81398800000001 32.83374000000002),MDYZK,Y,704,YUNYANGYI Hubei (???),YUNYANGYI,???,???,,420321,??,Yun,???,Shiyan,???,Hubei,9603,110.81399,32.83374
ming_courier_stations_2014_p8k.683,POINT (112.056684 29.393055000000068),MDYZK,Y,705,NANPINGYI Hunan (???),NANPINGYI,???,???,,430721,???,Anxiang,???,Changde,???,Hunan,,112.05668,29.39306
ming_courier_stations_2014_p8k.684,POINT (112.80865593477391 29.73078133268516),MDYZK,N,706,TASHIYI Hunan (???),TASHIYI,???,???,,430623,???,Huarong,???,Yueyang,???,Hunan,128509,112.80866,29.73078
ming_courier_stations_2014_p8k.685,POINT (112.900253 29.81575800000001),MDYZK,Y,707,JIANLI Hubei (??),JIANLI,??,??,,421023,???,Jianli,???,Jingzhou,???,Hubei,680,112.90025,29.81576
ming_courier_stations_2014_p8k.686,POINT (112.40646399999997 29.72431000000001),MDYZK,Y,708,SHISHOUYI Hubei (???),SHISHOUYI,???,???,,421081,???,Shishou,???,Jingzhou,???,Hubei,679,112.40646,29.72431
ming_courier_stations_2014_p8k.687,POINT (104.003593 35.97422800000002),MDYZK,Y,709,DINGYUANYI Gansu (???),DINGYUANYI,???,???,,620123,???,Yuzhong,???,Lanzhou,???,Gansu,,104.00359,35.97423
ming_courier_stations_2014_p8k.688,POINT (103.61776900000005 36.15335900000009),MDYZK,Y,710,SHAJING'ERYI Gansu (????),SHAJING'ERYI,????,????,,620104,???,Xigu,???,Lanzhou,???,Gansu,,103.61777,36.15336
ming_courier_stations_2014_p8k.689,POINT (103.42486900000006 36.25198800000005),MDYZK,N,711,KUSHUIWANYI Gansu (????),KUSHUIWANYI,????,????,,620121,???,Yongdeng,???,Lanzhou,???,Gansu,,103.42487,36.25199
ming_courier_stations_2014_p8k.690,POINT (103.38703200000002 36.46989100000008),MDYZK,Y,712,HONGCHENGZIYI Gansu (????),HONGCHENGZIYI,????,????,,620121,???,Yongdeng,???,Lanzhou,???,Gansu,,103.38703,36.46989
ming_courier_stations_2014_p8k.691,POINT (103.25861399999998 36.73699600000001),MDYZK,Y,713,ZAICHENGYI Gansu (???),ZAICHENGYI,???,???,,620121,???,Yongdeng,???,Lanzhou,???,Gansu,,103.25861,36.737
ming_courier_stations_2014_p8k.692,POINT (103.15778400000004 36.88015000000008),MDYZK,Y,714,WUSHENGYI Gansu (???),WUSHENGYI,???,???,,620121,???,Yongdeng,???,Lanzhou,???,Gansu,,103.15778,36.88015
ming_courier_stations_2014_p8k.693,POINT (103.07923200000002 37.023572000000065),MDYZK,Y,715,CHAKOUYI Gansu (???),CHAKOUYI,???,???,,620623,???????,Tianzhuzangzuzhzhixian,???,Wuwei,???,Gansu,,103.07923,37.02357
ming_courier_stations_2014_p8k.694,POINT (102.85934498662316 37.16591827236661),MDYZK,Y,716,ZHENGUANGYI Gansu (???),ZHENGUANGYI,???,???,,620623,???????,Tianzhuzangzuzhzhixian,???,Wuwei,???,Gansu,,102.85934,37.16592
ming_courier_stations_2014_p8k.695,POINT (102.90039068897373 37.35508542233012),MDYZK,Y,717,HEISONGLINYI Gansu (????),HEISONGLINYI,????,????,,620622,???,Gulang,???,Wuwei,???,Gansu,,102.90039,37.35509
ming_courier_stations_2014_p8k.696,POINT (102.88088199999999 37.46398900000002),MDYZK,N,718,GULANGSUO Gansu (???),GULANGSUO,???,???,,620622,???,Gulang,???,Wuwei,???,Gansu,,102.88088,37.46399
ming_courier_stations_2014_p8k.697,POINT (102.83257605030755 37.669174275099714),MDYZK,Y,719,JINGBIANYI Gansu (???),JINGBIANYI,???,???,,620602,???,Liangzhou,???,Wuwei,???,Gansu,,102.83258,37.66917
ming_courier_stations_2014_p8k.698,POINT (102.7504846456064 37.84406465902824),MDYZK,Y,720,DAHEYI Gansu (???),DAHEYI,???,???,,620602,???,Liangzhou,???,Wuwei,???,Gansu,,102.75048,37.84406
ming_courier_stations_2014_p8k.699,POINT (102.63469700000002 37.92691800000002),MDYZK,Y,721,WUWEIYI Gansu (???),WUWEIYI,???,???,,620602,???,Liangzhou,???,Wuwei,???,Gansu,,102.6347,37.92692
ming_courier_stations_2014_p8k.700,POINT (102.44750213623048 38.07138824462892),MDYZK,Y,722,HUAI'ANYI Gansu (???),HUAI'ANYI,???,???,,620602,???,Liangzhou,???,Wuwei,???,Gansu,,102.4475,38.07139
ming_courier_stations_2014_p8k.701,POINT (102.279351366452 38.134953766990996),MDYZK,Y,723,ROUYUANYI Gansu (???),ROUYUANYI,???,???,,620321,???,Yongchang,???,Jinchang,???,Gansu,,102.27935,38.13495
ming_courier_stations_2014_p8k.702,POINT (101.96912400000001 38.246647000000024),MDYZK,Y,724,ZHENJINGYI Gansu (???),ZHENJINGYI,???,???,,620321,???,Yongchang,???,Jinchang,???,Gansu,,101.96912,38.24665
ming_courier_stations_2014_p8k.703,POINT (101.65008700000006 38.374939000000055),MDYZK,Y,725,SHUIQUAN'ERYI Gansu (????),SHUIQUAN'ERYI,????,????,,620321,???,Yongchang,???,Jinchang,???,Gansu,,101.65009,38.37494
ming_courier_stations_2014_p8k.704,POINT (101.41075000000008 38.50788100000006),MDYZK,Y,726,SHIXIAKOUYI Gansu (????),SHIXIAKOUYI,????,????,,620725,???,Shandan,???,Zhangye,???,Gansu,,101.41075,38.50788
ming_courier_stations_2014_p8k.705,POINT (101.08795899999998 38.78110500000002),MDYZK,Y,727,SHANDANYI Gansu (???),SHANDANYI,???,???,,620725,???,Shandan,???,Zhangye,???,Gansu,,101.08796,38.78111
ming_courier_stations_2014_p8k.706,POINT (100.67880199999998 38.88661600000002),MDYZK,Y,728,RENSHOUYI Gansu (???),RENSHOUYI,???,???,,620702,???,Ganzhou,???,Zhangye,???,Gansu,,100.6788,38.88662
ming_courier_stations_2014_p8k.707,POINT (100.44992099999999 38.93311300000002),MDYZK,N,729,GANZHOUWEI Gansu (???),GANZHOUWEI,???,???,,620702,???,Ganzhou,???,Zhangye,???,Gansu,,100.44992,38.93311
ming_courier_stations_2014_p8k.708,POINT (99.82028199999999 39.38121800000002),MDYZK,N,730,GAOTAISUO Gansu (???),GAOTAISUO,???,???,,620724,???,Gaotai,???,Zhangye,???,Gansu,,99.82028,39.38122
